generation,label_bal,color_bal
0,0.498,0.494
1,0.39,0.493
2,0.392,0.513
3,0.43,0.519
4,0.457,0.486
5,0.4,0.486
6,0.447,0.496
7,0.433,0.509
8,0.457,0.463
9,0.469,0.497
10,0.52,0.517
11,0.5,0.529
12,0.54,0.495
13,0.536,0.51
14,0.565,0.495
15,0.562,0.488
16,0.511,0.525
17,0.524,0.519
18,0.552,0.519
19,0.489,0.526
20,0.598,0.476
21,0.631,0.492
22,0.574,0.512
23,0.603,0.485
24,0.607,0.487
25,0.62,0.539
26,0.608,0.498
27,0.637,0.516
28,0.62,0.491
29,0.606,0.493
30,0.593,0.471
31,0.593,0.487
32,0.559,0.553
33,0.596,0.504
34,0.56,0.493
35,0.535,0.539
36,0.563,0.498
37,0.562,0.494
38,0.541,0.499
39,0.583,0.502
40,0.598,0.54
