generation,label_bal,color_bal
0,0.458,0.496
1,0.47,0.503
2,0.464,0.501
3,0.494,0.492
4,0.488,0.462
5,0.521,0.543
6,0.587,0.519
7,0.607,0.547
8,0.634,0.545
9,0.709,0.551
10,0.79,0.539
11,0.836,0.539
12,0.897,0.537
13,0.94,0.542
14,0.961,0.53
15,0.978,0.534
16,0.982,0.537
17,0.984,0.51
18,0.981,0.543
19,0.989,0.524
20,0.988,0.509
21,0.99,0.496
22,0.986,0.491
23,0.987,0.517
24,0.99,0.543
25,0.997,0.516
26,0.996,0.483
27,1.0,0.542
28,0.999,0.532
29,0.999,0.538
30,0.999,0.536
31,0.998,0.52
32,0.998,0.539
33,1.0,0.506
34,1.0,0.51
35,1.0,0.533
36,1.0,0.537
37,1.0,0.484
38,1.0,0.524
39,1.0,0.504
