generation,label_bal,color_bal
0,0.52,0.496
1,0.488,0.526
2,0.521,0.52
3,0.543,0.5
4,0.576,0.533
5,0.601,0.495
6,0.624,0.533
7,0.626,0.56
8,0.662,0.55
9,0.721,0.513
10,0.793,0.543
11,0.789,0.552
12,0.819,0.528
13,0.821,0.559
14,0.838,0.553
15,0.826,0.569
16,0.841,0.566
17,0.848,0.563
18,0.835,0.587
19,0.853,0.594
20,0.843,0.599
21,0.857,0.54
22,0.87,0.575
23,0.87,0.577
24,0.873,0.574
25,0.897,0.568
26,0.874,0.553
27,0.894,0.557
28,0.904,0.612
29,0.908,0.594
30,0.918,0.559
31,0.924,0.599
32,0.92,0.606
33,0.913,0.601
34,0.903,0.617
35,0.927,0.608
36,0.92,0.61
37,0.936,0.62
38,0.94,0.631
39,0.94,0.622
