generation,label_bal,color_bal
0,0.413,0.503
1,0.443,0.498
2,0.377,0.515
3,0.381,0.5
4,0.389,0.532
5,0.434,0.493
6,0.372,0.496
7,0.385,0.474
8,0.359,0.518
9,0.376,0.51
10,0.379,0.503
11,0.362,0.511
12,0.377,0.531
13,0.385,0.521
14,0.401,0.523
15,0.426,0.503
16,0.557,0.503
17,0.506,0.503
18,0.457,0.501
19,0.492,0.515
20,0.487,0.504
21,0.488,0.536
22,0.469,0.494
23,0.514,0.494
24,0.489,0.484
25,0.535,0.517
26,0.527,0.499
27,0.548,0.535
28,0.501,0.507
29,0.502,0.511
30,0.495,0.501
31,0.535,0.535
32,0.447,0.507
33,0.466,0.513
34,0.464,0.533
35,0.46,0.496
36,0.481,0.524
37,0.439,0.505
38,0.461,0.524
39,0.484,0.518
40,0.499,0.508
