generation,label_bal,color_bal
0,0.529,0.505
1,0.563,0.515
2,0.598,0.499
3,0.601,0.515
4,0.654,0.484
5,0.663,0.516
6,0.68,0.527
7,0.7,0.533
8,0.74,0.519
9,0.787,0.491
10,0.807,0.536
11,0.841,0.494
12,0.835,0.489
13,0.808,0.527
14,0.811,0.507
15,0.809,0.48
16,0.823,0.508
17,0.81,0.511
18,0.83,0.498
19,0.85,0.472
20,0.814,0.516
21,0.834,0.507
22,0.816,0.514
23,0.867,0.496
24,0.863,0.52
25,0.867,0.509
26,0.885,0.503
27,0.877,0.532
28,0.882,0.551
29,0.894,0.501
30,0.892,0.499
31,0.904,0.509
32,0.902,0.513
33,0.906,0.508
34,0.912,0.504
35,0.918,0.52
36,0.915,0.524
37,0.894,0.524
38,0.902,0.543
39,0.897,0.535
