generation,label_bal,color_bal
0,0.64,0.54
1,0.69,0.5
1,0.67,0.43
2,0.71,0.44
3,0.78,0.44
4,0.84,0.47
5,0.82,0.5
6,0.74,0.54
7,0.89,0.41
8,0.87,0.4
9,0.8,0.42
10,0.86,0.45
11,0.92,0.46
12,0.93,0.37
13,0.89,0.44
14,0.93,0.43
15,0.92,0.46
16,0.91,0.31
17,0.92,0.41
18,0.93,0.45
19,0.96,0.49
20,0.89,0.51
21,0.95,0.43
22,0.89,0.4
23,0.92,0.5
24,0.9,0.42
24,0.93,0.35
25,0.93,0.4
26,0.97,0.36
27,0.97,0.39
28,0.96,0.41
29,0.97,0.44
30,0.96,0.3
31,0.93,0.39
32,0.95,0.4
32,0.93,0.34
33,0.97,0.39
34,0.95,0.38
35,0.96,0.35
36,1.0,0.41
37,0.98,0.47
38,0.97,0.38
39,0.96,0.37
