generation,label_bal,color_bal
0,0.408,0.516
1,0.413,0.512
2,0.404,0.513
3,0.382,0.53
4,0.437,0.516
5,0.416,0.506
6,0.426,0.545
7,0.402,0.506
8,0.391,0.537
9,0.43,0.516
10,0.386,0.514
11,0.441,0.487
12,0.397,0.515
13,0.384,0.522
14,0.4,0.519
15,0.387,0.523
16,0.386,0.523
17,0.383,0.518
18,0.394,0.53
19,0.406,0.519
20,0.44,0.503
21,0.403,0.51
22,0.42,0.512
23,0.444,0.518
24,0.429,0.491
25,0.416,0.506
26,0.414,0.511
27,0.405,0.498
28,0.407,0.513
29,0.437,0.514
30,0.381,0.53
31,0.406,0.511
32,0.408,0.493
33,0.447,0.506
34,0.372,0.524
35,0.377,0.512
36,0.374,0.53
37,0.428,0.521
38,0.362,0.519
39,0.41,0.504
