generation,label_bal,color_bal
0,0.646,0.501
1,0.673,0.541
2,0.62,0.542
3,0.648,0.557
4,0.697,0.556
5,0.714,0.566
6,0.72,0.542
7,0.706,0.537
8,0.701,0.517
9,0.715,0.534
10,0.729,0.538
11,0.768,0.521
12,0.758,0.495
13,0.785,0.502
14,0.77,0.515
15,0.759,0.502
16,0.796,0.495
17,0.852,0.517
18,0.851,0.486
19,0.863,0.487
20,0.889,0.506
21,0.876,0.48
22,0.905,0.509
23,0.922,0.501
24,0.932,0.485
25,0.95,0.509
26,0.96,0.495
27,0.951,0.442
28,0.944,0.384
0,0.65,0.486
1,0.65,0.524
2,0.672,0.541
3,0.674,0.558
4,0.712,0.566
5,0.709,0.546
6,0.722,0.525
7,0.703,0.56
8,0.7,0.544
9,0.725,0.498
10,0.742,0.527
11,0.737,0.53
12,0.761,0.516
13,0.781,0.505
14,0.756,0.516
15,0.772,0.511
16,0.784,0.472
17,0.851,0.467
18,0.851,0.524
19,0.868,0.48
20,0.879,0.484
21,0.91,0.501
22,0.916,0.504
23,0.928,0.518
24,0.959,0.493
25,0.967,0.507
26,0.941,0.48
27,0.954,0.421
28,0.951,0.4
0,0.65,0.486
1,0.65,0.524
2,0.672,0.541
3,0.674,0.558
4,0.712,0.566
5,0.709,0.546
6,0.722,0.525
7,0.703,0.56
8,0.7,0.544
9,0.725,0.498
10,0.742,0.527
11,0.737,0.53
12,0.761,0.516
13,0.781,0.505
14,0.756,0.516
15,0.772,0.511
16,0.784,0.472
17,0.851,0.467
18,0.851,0.524
19,0.868,0.48
20,0.879,0.484
21,0.91,0.501
22,0.916,0.504
23,0.928,0.518
24,0.959,0.493
25,0.967,0.507
26,0.941,0.48
27,0.954,0.421
28,0.951,0.4
0,0.65,0.486
1,0.65,0.524
2,0.672,0.541
3,0.674,0.558
4,0.712,0.566
5,0.709,0.546
6,0.722,0.525
7,0.703,0.56
8,0.7,0.544
9,0.725,0.498
10,0.742,0.527
11,0.737,0.53
12,0.761,0.516
13,0.781,0.505
14,0.756,0.516
15,0.772,0.511
16,0.784,0.472
17,0.851,0.467
18,0.851,0.524
19,0.868,0.48
20,0.879,0.484
21,0.91,0.501
22,0.916,0.504
23,0.928,0.518
24,0.959,0.493
25,0.967,0.507
26,0.941,0.48
27,0.954,0.421
28,0.951,0.4
0,0.65,0.486
1,0.65,0.524
2,0.672,0.541
3,0.674,0.558
4,0.712,0.566
5,0.709,0.546
6,0.722,0.525
7,0.703,0.56
8,0.7,0.544
9,0.725,0.498
10,0.742,0.527
11,0.737,0.53
12,0.761,0.516
13,0.781,0.505
14,0.756,0.516
15,0.772,0.511
16,0.784,0.472
17,0.851,0.467
18,0.851,0.524
19,0.868,0.48
20,0.879,0.484
21,0.91,0.501
22,0.916,0.504
23,0.928,0.518
24,0.959,0.493
25,0.967,0.507
26,0.941,0.48
27,0.954,0.421
28,0.951,0.4
0,0.65,0.486
1,0.65,0.524
2,0.672,0.541
3,0.674,0.558
4,0.712,0.566
5,0.709,0.546
6,0.722,0.525
7,0.703,0.56
8,0.7,0.544
9,0.725,0.498
10,0.742,0.527
11,0.737,0.53
12,0.761,0.516
13,0.781,0.505
14,0.756,0.516
15,0.772,0.511
16,0.784,0.472
17,0.851,0.467
18,0.851,0.524
19,0.868,0.48
20,0.879,0.484
21,0.91,0.501
22,0.916,0.504
23,0.928,0.518
24,0.959,0.493
25,0.967,0.507
26,0.941,0.48
27,0.954,0.421
28,0.951,0.4
0,0.65,0.486
1,0.65,0.524
2,0.672,0.541
3,0.674,0.558
4,0.712,0.566
5,0.709,0.546
6,0.722,0.525
7,0.703,0.56
8,0.7,0.544
9,0.725,0.498
10,0.742,0.527
11,0.737,0.53
12,0.761,0.516
13,0.781,0.505
14,0.756,0.516
15,0.772,0.511
16,0.784,0.472
17,0.851,0.467
18,0.851,0.524
19,0.868,0.48
20,0.879,0.484
21,0.91,0.501
22,0.916,0.504
23,0.928,0.518
24,0.959,0.493
25,0.967,0.507
26,0.941,0.48
27,0.954,0.421
28,0.951,0.4
29,0.942,0.331
30,0.949,0.352
31,0.963,0.343
32,0.963,0.343
33,0.959,0.333
34,0.976,0.316
35,0.976,0.338
36,0.98,0.383
37,0.979,0.345
38,0.979,0.31
39,0.989,0.321
0,0.652,0.502
1,0.659,0.545
2,0.651,0.588
3,0.642,0.579
4,0.703,0.583
5,0.675,0.61
6,0.643,0.6
7,0.648,0.622
8,0.69,0.58
9,0.656,0.576
10,0.678,0.603
11,0.688,0.602
12,0.688,0.638
13,0.716,0.611
14,0.733,0.643
15,0.698,0.613
16,0.713,0.573
17,0.768,0.593
18,0.723,0.589
19,0.726,0.574
20,0.716,0.587
21,0.713,0.57
22,0.72,0.527
23,0.727,0.534
24,0.687,0.539
25,0.667,0.541
26,0.62,0.492
27,0.609,0.469
28,0.622,0.497
29,0.576,0.503
30,0.569,0.531
31,0.587,0.508
32,0.587,0.511
33,0.539,0.471
34,0.537,0.524
35,0.523,0.489
36,0.51,0.482
37,0.553,0.5
38,0.559,0.501
39,0.532,0.509
