generation,label_bal,color_bal
0,0.48,0.58
1,0.46,0.58
2,0.38,0.53
3,0.48,0.53
4,0.47,0.57
5,0.59,0.48
6,0.66,0.6
7,0.67,0.53
8,0.76,0.56
9,0.78,0.58
10,0.89,0.56
11,0.87,0.52
12,0.91,0.45
13,0.9,0.56
14,0.9,0.54
15,0.91,0.45
16,0.87,0.52
17,0.8,0.63
18,0.88,0.52
19,0.96,0.58
20,0.95,0.54
21,0.97,0.55
22,0.95,0.61
23,0.97,0.6
24,0.97,0.55
25,1.0,0.59
26,0.95,0.57
27,0.98,0.58
28,0.97,0.56
29,0.99,0.61
30,0.99,0.54
31,0.99,0.63
32,1.0,0.55
33,0.99,0.62
34,0.98,0.55
35,1.0,0.55
36,1.0,0.66
37,0.99,0.6
38,1.0,0.53
39,0.99,0.68
