proba_0,proba_1,generation
0.94825757,0.94206864,0
0.97755533,0.8950094,0
0.97755533,0.8950094,0
0.97755533,0.8950094,0
0.97755533,0.8950094,0
0.97755533,0.8950094,0
nan,0.56586426,1
0.97755533,0.8950094,0
nan,0.56585705,1
nan,0.5658685,1
nan,0.5658685,1
nan,nan,2
nan,nan,2
nan,nan,2
nan,nan,2
nan,nan,2
nan,nan,2
nan,nan,2
nan,nan,3
nan,0.5795558,4
nan,0.8815702,5
0.9383581,0.8876616,0
0.9525604,0.82832944,1
0.94437087,0.9196258,1
0.94437087,0.9196258,1
0.9406973,0.7186346,2
0.9603658,0.5228986,2
0.9603658,0.5228986,2
0.9603658,0.5228986,2
0.9603658,0.5228986,2
0.94500774,0.9343746,3
0.9467331,nan,4
0.9456929,0.53045106,4
0.9456929,0.53045106,4
0.9456929,0.53045106,4
0.9456929,0.53045106,4
0.9456929,0.53045106,4
0.9456929,0.53045106,4
0.9393238,nan,5
0.9477647,nan,5
0.94651604,nan,6
0.9470675,nan,6
0.9470675,nan,6
0.9470675,nan,6
0.9470675,nan,6
0.9470675,nan,6
0.9470675,nan,6
0.95252615,nan,7
0.94278634,nan,7
0.95428884,nan,8
0.95136905,nan,9
0.9526846,nan,10
0.96456575,nan,11
0.96784174,nan,12
