generation,label_bal,color_bal
0,0.457,0.497
1,0.404,0.493
2,0.47,0.526
3,0.473,0.509
4,0.468,0.496
5,0.497,0.481
6,0.499,0.484
7,0.478,0.507
8,0.456,0.488
9,0.506,0.525
10,0.464,0.49
11,0.477,0.463
12,0.493,0.489
13,0.452,0.484
14,0.458,0.496
15,0.466,0.497
16,0.453,0.49
17,0.492,0.49
18,0.507,0.5
19,0.478,0.521
20,0.476,0.507
21,0.535,0.496
22,0.512,0.501
23,0.472,0.495
24,0.468,0.474
25,0.459,0.5
26,0.473,0.489
27,0.435,0.498
28,0.393,0.498
29,0.402,0.505
30,0.403,0.489
31,0.435,0.532
32,0.417,0.512
33,0.42,0.518
34,0.441,0.49
35,0.405,0.499
36,0.437,0.501
37,0.454,0.482
38,0.46,0.52
39,0.466,0.49
40,0.44,0.501
