proba_0,proba_1,generation
0.9960092,0.99699646,0
0.98938096,0.99193776,1
0.98480767,0.9901924,2
0.98611546,0.98547983,3
0.98800784,0.9874292,4
0.9798918,0.98543924,5
0.9839903,0.98101383,6
0.9806258,0.9799978,7
0.98537683,0.9792444,8
0.9755796,0.9795781,9
0.97497624,0.97671,10
0.97676355,0.9803582,11
0.97572976,0.9755275,12
0.9795714,0.9834037,13
0.9723531,0.9741657,14
0.9727925,0.9730398,15
0.9753098,0.9746301,16
0.9776738,0.9709644,17
0.979866,0.97452176,18
0.97550285,0.9761721,19
0.9781674,0.9766063,20
0.9762633,0.97218657,21
0.9773905,0.9731909,22
0.97146094,0.974877,23
0.96721077,0.9719701,24
0.9709744,0.9722311,25
0.97514385,0.9762327,26
0.97001666,0.9653933,27
0.9718738,0.9728372,28
0.97598803,0.96788293,29
0.9634985,0.9648865,30
0.9690005,0.960982,31
0.96645993,0.9668378,32
0.969559,0.969915,33
0.96733636,0.965592,34
0.9639865,0.9614596,35
0.9583747,0.96325916,36
0.9609857,0.9613398,37
0.96178925,0.9660159,38
0.9616134,0.95250654,39
