generation,label_bal,color_bal
0,0.51,0.539
1,0.485,0.506
2,0.523,0.539
3,0.523,0.531
4,0.525,0.526
5,0.557,0.523
6,0.567,0.576
7,0.603,0.569
8,0.612,0.542
9,0.636,0.522
10,0.649,0.542
11,0.69,0.544
12,0.718,0.519
13,0.757,0.507
14,0.803,0.522
15,0.856,0.523
16,0.901,0.546
17,0.903,0.523
18,0.901,0.513
19,0.898,0.52
20,0.884,0.516
21,0.871,0.542
22,0.862,0.543
23,0.876,0.523
24,0.864,0.529
25,0.875,0.541
26,0.873,0.541
27,0.861,0.516
28,0.87,0.509
29,0.871,0.509
30,0.834,0.538
31,0.838,0.545
32,0.85,0.518
33,0.833,0.533
34,0.839,0.535
35,0.812,0.539
36,0.821,0.528
37,0.788,0.555
38,0.783,0.53
39,0.783,0.523
