generation,label_bal,color_bal
0,0.64,0.537
1,0.626,0.518
2,0.641,0.53
3,0.595,0.498
4,0.584,0.505
5,0.628,0.482
6,0.593,0.506
7,0.571,0.522
8,0.587,0.507
9,0.565,0.498
10,0.601,0.513
11,0.547,0.516
12,0.547,0.51
13,0.553,0.487
14,0.574,0.509
15,0.562,0.517
16,0.533,0.491
17,0.535,0.53
18,0.509,0.527
19,0.513,0.484
20,0.483,0.507
21,0.545,0.52
22,0.501,0.538
23,0.509,0.497
24,0.467,0.503
25,0.439,0.521
26,0.483,0.522
27,0.446,0.516
28,0.448,0.522
29,0.477,0.522
30,0.46,0.503
31,0.485,0.488
32,0.455,0.54
33,0.463,0.523
34,0.449,0.525
35,0.504,0.506
36,0.468,0.528
37,0.491,0.517
38,0.522,0.52
39,0.487,0.518
40,0.495,0.492
