generation,label_bal,color_bal
0,0.626,0.493
1,0.694,0.501
2,0.71,0.523
3,0.735,0.539
4,0.799,0.49
5,0.802,0.514
6,0.822,0.513
7,0.859,0.515
8,0.864,0.498
9,0.883,0.523
10,0.906,0.506
11,0.904,0.513
12,0.945,0.509
13,0.944,0.482
14,0.936,0.506
15,0.937,0.514
16,0.95,0.502
17,0.946,0.499
18,0.951,0.483
19,0.953,0.496
20,0.954,0.507
21,0.961,0.503
22,0.969,0.512
23,0.971,0.513
24,0.981,0.525
25,0.981,0.535
26,0.981,0.527
27,0.982,0.475
28,0.983,0.477
29,0.984,0.485
30,0.991,0.528
31,0.995,0.507
32,0.994,0.507
33,0.992,0.512
34,0.997,0.525
35,0.996,0.509
36,0.999,0.535
37,0.999,0.515
38,1.0,0.514
39,0.999,0.523
