generation,label_bal,color_bal
0,0.486,0.481
1,0.482,0.473
2,0.518,0.514
3,0.509,0.508
4,0.578,0.476
5,0.461,0.486
6,0.453,0.495
7,0.482,0.493
8,0.498,0.486
9,0.459,0.475
10,0.434,0.519
11,0.487,0.509
12,0.482,0.508
13,0.463,0.52
14,0.476,0.513
15,0.512,0.465
16,0.496,0.5
17,0.466,0.514
18,0.458,0.508
19,0.468,0.493
20,0.514,0.492
21,0.516,0.482
22,0.512,0.5
23,0.565,0.483
24,0.542,0.514
25,0.568,0.488
26,0.586,0.46
27,0.578,0.491
28,0.578,0.481
29,0.561,0.488
30,0.569,0.473
31,0.533,0.511
32,0.561,0.515
33,0.545,0.482
34,0.586,0.493
35,0.612,0.47
36,0.573,0.505
37,0.601,0.529
38,0.569,0.515
39,0.549,0.534
40,0.563,0.51
