generation,label_bal,color_bal
0,0.405,0.485
1,0.45,0.516
2,0.369,0.524
3,0.373,0.535
4,0.328,0.55
5,0.316,0.516
6,0.285,0.545
7,0.266,0.523
8,0.248,0.51
9,0.218,0.519
10,0.223,0.507
11,0.204,0.506
12,0.184,0.507
13,0.179,0.525
14,0.187,0.536
15,0.22,0.5
16,0.228,0.525
17,0.26,0.499
18,0.28,0.518
19,0.246,0.538
20,0.24,0.544
21,0.256,0.503
22,0.23,0.504
23,0.218,0.525
24,0.261,0.513
25,0.215,0.535
26,0.193,0.54
27,0.221,0.524
28,0.211,0.517
29,0.224,0.501
30,0.221,0.515
31,0.23,0.487
32,0.214,0.492
33,0.223,0.498
34,0.216,0.472
35,0.182,0.464
36,0.196,0.469
37,0.212,0.449
38,0.197,0.471
39,0.191,0.474
