generation,label_bal,color_bal
0,0.694,0.444
1,0.651,0.578
2,0.583,0.607
3,0.623,0.574
4,0.618,0.516
5,0.582,0.526
6,0.6,0.534
7,0.644,0.511
8,0.574,0.548
9,0.598,0.531
10,0.604,0.525
11,0.573,0.581
12,0.54,0.556
13,0.566,0.521
14,0.491,0.534
15,0.5,0.48
16,0.552,0.504
17,0.536,0.522
18,0.549,0.507
19,0.587,0.549
20,0.54,0.556
21,0.556,0.531
22,0.551,0.516
23,0.524,0.518
24,0.54,0.548
25,0.516,0.522
26,0.566,0.476
27,0.545,0.533
28,0.543,0.475
29,0.599,0.489
30,0.614,0.513
31,0.613,0.557
32,0.621,0.49
33,0.618,0.53
34,0.605,0.539
35,0.62,0.551
36,0.634,0.549
37,0.693,0.51
38,0.692,0.536
39,0.658,0.53
0,0.529,0.475
0,0.47,0.45
0,0.6,0.48
1,1.0,1.0
2,1.0,1.0
3,1.0,1.0
4,1.0,1.0
0,0.59,0.42
1,0.61,0.42
2,0.49,0.4
3,0.46,0.38
4,0.38,0.48
5,0.43,0.45
6,0.3,0.54
7,0.4,0.45
8,0.31,0.54
9,0.3,0.44
10,0.34,0.5
11,0.24,0.45
12,0.29,0.46
13,0.27,0.48
14,0.29,0.52
15,0.28,0.42
16,0.17,0.51
17,0.16,0.45
18,0.18,0.51
19,0.15,0.49
20,0.1,0.43
21,0.08,0.51
22,0.14,0.48
23,0.11,0.41
24,0.11,0.38
25,0.07,0.5
26,0.05,0.47
27,0.06,0.47
28,0.04,0.52
29,0.03,0.43
30,0.02,0.41
31,0.03,0.48
32,0.03,0.45
33,0.01,0.61
34,0.0,0.58
35,0.0,0.48
36,0.06,0.48
37,0.01,0.45
38,0.06,0.43
39,0.09,0.55
