generation,label_bal,color_bal
0,0.63,0.482
1,0.644,0.481
2,0.616,0.491
3,0.632,0.444
4,0.65,0.478
5,0.636,0.469
6,0.603,0.463
7,0.613,0.496
8,0.602,0.49
9,0.52,0.474
10,0.553,0.476
11,0.477,0.473
12,0.529,0.513
13,0.549,0.441
14,0.466,0.458
15,0.495,0.463
16,0.507,0.504
17,0.5,0.477
18,0.595,0.47
19,0.605,0.492
20,0.554,0.475
21,0.568,0.485
22,0.563,0.472
23,0.581,0.471
24,0.561,0.503
25,0.566,0.485
26,0.601,0.445
27,0.553,0.473
28,0.594,0.475
29,0.599,0.466
30,0.543,0.464
31,0.492,0.463
32,0.543,0.453
33,0.528,0.465
34,0.517,0.468
35,0.543,0.479
36,0.582,0.464
37,0.549,0.504
38,0.546,0.471
39,0.557,0.472
40,0.518,0.497
0,0.56,0.51
1,0.66,0.34
2,0.62,0.54
3,0.58,0.46
4,0.59,0.44
5,0.62,0.48
6,0.62,0.51
7,0.47,0.41
8,0.52,0.47
9,0.44,0.52
10,0.46,0.45
0,0.59,0.53
1,0.71,0.42
2,0.74,0.38
3,0.72,0.34
4,0.63,0.46
5,0.61,0.42
6,0.6,0.41
7,0.65,0.38
8,0.57,0.45
9,0.61,0.46
10,0.59,0.44
11,0.61,0.45
12,0.57,0.48
13,0.53,0.49
14,0.65,0.38
15,0.65,0.4
16,0.56,0.47
17,0.6,0.43
18,0.67,0.38
19,0.57,0.46
20,0.56,0.48
21,0.57,0.45
22,0.62,0.4
23,0.6,0.45
24,0.68,0.39
25,0.54,0.51
26,0.55,0.5
27,0.58,0.46
28,0.57,0.47
29,0.62,0.43
30,0.68,0.37
31,0.62,0.41
32,0.65,0.41
33,0.58,0.47
34,0.58,0.48
35,0.65,0.39
36,0.65,0.43
37,0.55,0.48
38,0.51,0.51
39,0.59,0.46
40,0.56,0.47
