generation,label_bal,color_bal
0,0.512,0.439
1,0.52,0.401
2,0.518,0.391
3,0.562,0.356
4,0.514,0.383
5,0.55,0.358
6,0.561,0.326
7,0.515,0.346
8,0.504,0.343
9,0.482,0.31
10,0.511,0.3
11,0.468,0.322
12,0.458,0.308
13,0.501,0.297
14,0.547,0.278
15,0.531,0.268
16,0.49,0.256
17,0.47,0.304
18,0.454,0.284
19,0.484,0.278
20,0.448,0.275
21,0.467,0.282
22,0.404,0.326
23,0.481,0.251
24,0.474,0.272
25,0.477,0.278
26,0.458,0.295
27,0.473,0.293
28,0.463,0.285
29,0.434,0.318
30,0.408,0.301
31,0.427,0.32
32,0.419,0.296
33,0.447,0.28
34,0.405,0.315
35,0.413,0.299
36,0.405,0.28
37,0.402,0.296
38,0.367,0.307
39,0.361,0.345
0,0.56,0.412
0,0.6,0.45
0,0.66,0.45
1,1.0,0.0
2,1.0,0.0
3,1.0,0.0
4,1.0,0.0
0,0.5,0.48
1,0.51,0.56
2,0.55,0.65
3,0.51,0.69
4,0.53,0.63
5,0.54,0.6
6,0.61,0.58
7,0.51,0.56
8,0.58,0.56
9,0.5,0.52
10,0.57,0.58
11,0.53,0.44
12,0.5,0.54
13,0.65,0.47
14,0.48,0.51
15,0.52,0.54
16,0.66,0.47
17,0.52,0.54
18,0.53,0.55
19,0.48,0.5
20,0.46,0.49
21,0.45,0.59
22,0.5,0.47
23,0.46,0.46
24,0.48,0.49
25,0.57,0.59
26,0.56,0.46
27,0.47,0.45
0,0.6,0.47
1,0.76,0.54
2,0.66,0.56
3,0.61,0.62
4,0.53,0.67
0,0.66,0.44
1,0.6,0.49
2,0.6,0.53
3,0.59,0.47
4,0.4,0.49
5,0.35,0.6
6,0.35,0.55
7,0.4,0.43
8,0.27,0.57
9,0.32,0.45
10,0.34,0.48
11,0.36,0.53
12,0.4,0.47
13,0.48,0.48
14,0.47,0.5
15,0.44,0.52
16,0.47,0.54
17,0.5,0.57
18,0.56,0.42
19,0.54,0.42
20,0.54,0.4
21,0.59,0.42
22,0.61,0.39
23,0.64,0.32
24,0.55,0.35
25,0.68,0.31
26,0.58,0.28
0,0.67,0.44
1,0.66,0.64
2,0.65,0.72
3,0.63,0.7
4,0.74,0.69
5,0.73,0.71
6,0.74,0.65
7,0.75,0.73
8,0.78,0.7
9,0.83,0.71
10,0.74,0.72
11,0.78,0.72
12,0.82,0.53
13,0.71,0.63
14,0.72,0.63
15,0.72,0.51
16,0.72,0.54
17,0.71,0.58
18,0.74,0.58
19,0.57,0.48
20,0.62,0.46
21,0.85,0.61
22,0.77,0.53
23,0.8,0.49
24,0.76,0.62
25,0.78,0.46
26,0.74,0.63
27,0.82,0.6
28,0.83,0.55
29,0.93,0.51
30,0.95,0.55
31,0.92,0.57
32,0.83,0.51
33,0.91,0.53
34,0.83,0.5
35,0.84,0.47
36,0.91,0.48
37,0.92,0.52
38,0.96,0.51
39,0.89,0.6
