proba_0,proba_1,generation
0.99989974,0.9987668,0
0.99822056,0.9975733,1
0.9970834,0.9970459,2
0.99622387,0.99572164,3
0.99493605,0.994183,4
0.9932455,0.99311197,5
0.9940967,0.9927433,6
0.9932395,0.98252076,7
0.9950589,0.9923579,8
0.9940214,0.99523723,9
0.99215,0.9804696,10
0.99589866,0.9893487,11
0.9917205,0.9829192,12
0.9956632,0.989108,13
0.9960474,0.9891471,14
0.9956488,0.98732024,15
0.9935781,0.990642,16
0.9970893,0.98880816,17
0.9941656,0.9913495,18
0.99493605,0.99026966,19
0.9930194,0.9837224,20
0.9956367,0.9944155,21
0.99334747,0.99053127,22
0.99520266,0.9945931,23
0.99285054,0.9957141,24
0.9953265,0.9858886,25
0.9955064,0.9869974,26
0.9970188,0.98831207,27
0.9945809,0.9861694,28
0.99653554,0.9933737,29
0.99519914,0.9852542,30
0.9953727,0.992613,31
0.9958841,0.988459,32
0.99532026,0.9955761,33
0.9952863,0.9890026,34
0.9939725,0.98340535,35
0.9918758,0.9876316,36
0.9927212,0.98886573,37
0.99252087,0.99024266,38
0.99221116,0.98887855,39
0.9993169,0.9979645,0
0.9998796,0.99999213,0
0.9943575,1.0,0
0.99999994,nan,1
0.99999994,nan,2
0.99999994,nan,3
0.99999994,nan,4
0.9976472,0.9999681,0
0.99999547,0.9941997,1
0.9848254,0.9996873,2
0.9999947,0.99812704,3
0.9999696,0.999464,4
0.99554914,0.9949365,5
0.983101,0.99511707,6
0.99019885,0.9987844,7
0.96783257,0.98077744,8
0.995722,0.9984838,9
0.9985218,0.9939479,10
0.9940769,0.99266714,11
0.998489,0.99626374,12
0.98430157,0.9905762,13
0.9990486,0.9992831,14
0.98930806,0.99173856,15
0.99486,0.98211193,16
0.99811465,0.9896491,17
0.9914774,0.98893154,18
0.99852717,0.9935215,19
0.9976281,0.98712015,20
0.99151427,0.9785646,21
0.9753596,0.99003303,22
0.98618495,0.9885689,23
0.99751234,0.9964706,24
0.98803675,0.99071926,25
0.9980648,0.9870046,26
0.9858995,0.98399776,27
1.0,0.9909282,0
0.9904796,0.99946415,1
0.99463564,0.9984402,2
0.9973539,0.99912477,3
0.9935901,0.98930186,4
0.99999994,0.99963987,0
0.99379265,0.9993866,1
0.9999273,0.9978155,2
0.9871841,0.99085814,3
0.9922553,0.9995396,4
0.9982867,0.9990865,5
0.9942557,0.99123335,6
0.99942344,0.99945325,7
0.98751974,0.999844,8
0.9937114,0.99818003,9
0.9938592,0.9999932,10
0.99650484,0.9883479,11
0.99967885,0.9996191,12
0.9997184,0.9881625,13
1.0,0.9999335,14
0.99999833,0.9932686,15
0.9953639,0.9977033,16
0.99988973,0.9998594,17
0.9966411,0.9980269,18
0.9975669,0.99999094,19
0.99923503,0.99960774,20
0.99503565,0.99998486,21
0.99917036,0.981404,22
0.9999995,0.9806901,23
0.99369824,0.999656,24
0.99950886,0.99868554,25
0.9999135,0.9984155,26
0.9926137,0.99819183,0
0.98064476,0.99245745,1
0.9887898,0.99810684,2
0.98610276,0.9927753,3
0.9821958,0.9956622,4
0.97183377,0.98834336,5
0.9657472,0.99903727,6
0.9879172,0.99126357,7
0.95902276,0.99810565,8
0.98481846,0.9928498,9
0.99764216,0.98582774,10
0.9851987,0.9973798,11
0.9975774,0.9854541,12
0.99180657,0.99889207,13
0.9868088,0.9894444,14
0.9940256,0.99350786,15
0.9898234,0.99788654,16
0.9987248,0.9881051,17
0.98085403,0.99434793,18
0.9871865,0.99622905,19
0.9859362,0.9974247,20
0.99464107,0.9946046,21
0.96793854,0.9930878,22
0.9769388,0.9999662,23
0.9735004,0.99904567,24
0.96967596,0.99988216,25
0.9814754,0.99557686,26
0.99058974,0.99252516,27
0.98974186,0.98673403,28
0.9789442,0.99328697,29
0.9664843,0.99039716,30
0.97058403,0.9998675,31
0.97551835,0.9908671,32
0.9763326,0.99252975,33
0.9851448,0.9958569,34
0.9775255,0.9950055,35
0.9810785,0.9970539,36
0.97445685,0.9864047,37
0.9695819,0.9775204,38
0.9874946,0.9802732,39
