generation,label_bal,color_bal
0,0.612,0.536
1,0.603,0.502
2,0.643,0.501
3,0.658,0.513
4,0.671,0.476
5,0.667,0.452
6,0.655,0.513
7,0.639,0.51
8,0.653,0.493
9,0.645,0.514
10,0.699,0.498
11,0.689,0.484
12,0.663,0.524
13,0.643,0.484
14,0.649,0.507
15,0.636,0.511
16,0.669,0.474
17,0.691,0.511
18,0.654,0.491
19,0.648,0.497
20,0.646,0.531
21,0.653,0.486
22,0.626,0.485
23,0.649,0.5
24,0.625,0.481
25,0.648,0.506
26,0.671,0.48
27,0.675,0.493
28,0.667,0.481
29,0.667,0.502
30,0.64,0.512
31,0.663,0.484
32,0.66,0.497
33,0.648,0.503
34,0.659,0.479
35,0.678,0.478
36,0.689,0.501
37,0.637,0.497
38,0.68,0.477
39,0.645,0.504
