generation,label_bal,color_bal
0,0.553,0.422
1,0.531,0.416
2,0.526,0.401
3,0.552,0.298
4,0.505,0.285
5,0.507,0.305
6,0.478,0.291
7,0.442,0.282
8,0.448,0.269
9,0.463,0.269
10,0.457,0.238
11,0.437,0.256
12,0.424,0.244
13,0.428,0.224
14,0.441,0.217
15,0.448,0.205
16,0.439,0.213
17,0.414,0.185
18,0.428,0.172
19,0.41,0.186
20,0.385,0.176
21,0.402,0.152
22,0.363,0.154
23,0.391,0.138
24,0.376,0.134
25,0.365,0.137
26,0.349,0.122
27,0.344,0.141
28,0.353,0.105
29,0.376,0.125
30,0.325,0.104
31,0.351,0.096
32,0.327,0.1
33,0.301,0.103
34,0.339,0.074
35,0.325,0.079
36,0.337,0.06
37,0.308,0.045
38,0.333,0.048
39,0.325,0.046
0,0.6,0.45
0,0.66,0.39
0,0.66,0.45
1,1.0,0.0
2,1.0,0.0
3,1.0,0.0
4,1.0,0.0
5,1.0,0.0
6,1.0,0.0
7,1.0,0.0
8,1.0,0.0
0,0.59,0.45
1,0.66,0.51
2,0.61,0.48
3,0.77,0.42
4,0.65,0.46
5,0.76,0.44
6,0.74,0.43
7,0.72,0.45
8,0.78,0.53
9,0.84,0.41
10,0.84,0.48
11,0.77,0.49
12,0.77,0.49
13,0.86,0.44
14,0.81,0.48
15,0.78,0.5
16,0.85,0.43
17,0.91,0.32
18,0.9,0.43
19,0.88,0.48
20,0.88,0.47
21,0.94,0.43
22,0.94,0.45
23,0.94,0.5
24,0.86,0.49
25,0.88,0.47
26,0.86,0.55
27,0.93,0.45
28,0.81,0.52
29,0.85,0.43
30,0.78,0.41
31,0.76,0.5
32,0.88,0.45
33,0.77,0.56
34,0.79,0.41
35,0.74,0.44
36,0.78,0.46
37,0.8,0.51
38,0.82,0.43
39,0.8,0.44
