generation,epoch,resampled,c0g0,c0g1,c1g0,c1g1
1,0,21,37,9,32,2
1,0,19,48,11,19,2
1,0,24,45,8,27,0
1,0,15,32,12,31,5
1,0,18,41,14,25,0
1,0,18,36,12,30,2
1,0,14,35,13,27,5
1,0,18,33,12,33,2
1,0,20,40,11,28,1
1,0,23,41,8,30,1
1,0,15,41,15,22,2
1,0,21,45,8,24,3
1,0,20,48,9,20,3
1,0,15,45,14,18,3
1,0,14,32,22,24,2
1,0,20,45,12,23,0
1,0,19,45,13,22,0
1,0,13,30,16,31,3
1,0,15,35,13,28,4
1,0,19,32,10,35,3
1,0,21,39,10,30,1
1,0,18,44,12,22,2
1,0,19,45,10,22,3
1,0,15,45,18,15,2
1,0,18,43,12,23,2
1,0,14,29,17,32,2
1,0,17,40,14,25,1
1,0,12,32,17,27,4
1,0,20,41,12,27,0
1,0,19,31,11,36,2
1,0,25,47,6,26,1
1,0,18,43,13,23,1
1,0,23,36,5,35,4
1,0,20,39,9,29,3
1,0,20,44,10,24,2
1,0,21,40,11,29,0
1,0,21,42,8,27,3
1,0,15,38,15,25,2
1,0,20,39,11,29,1
1,0,21,33,10,36,1
1,0,17,35,14,30,1
1,0,13,33,16,28,3
1,0,19,37,10,30,3
1,0,15,38,13,25,4
1,0,15,37,16,26,1
1,0,24,38,7,34,1
1,0,18,44,10,22,4
1,0,20,27,11,41,1
1,0,15,40,14,23,3
1,0,12,41,17,18,4
1,0,18,43,12,23,2
1,0,21,37,10,32,1
1,0,17,41,11,24,4
1,0,19,47,8,20,5
1,0,16,36,10,28,6
1,0,13,36,15,25,4
1,0,20,42,11,26,1
1,0,18,40,11,26,3
1,0,23,39,9,32,0
1,0,15,37,11,26,6
1,0,24,32,8,40,0
1,0,22,41,10,29,0
1,0,24,43,7,29,1
1,0,16,39,10,25,6
1,0,16,40,18,22,0
1,0,19,39,9,28,4
1,0,26,51,5,23,1
1,0,22,40,9,30,1
1,0,17,40,13,25,2
1,0,21,39,11,30,0
1,0,21,42,9,27,2
1,0,23,47,8,24,1
1,0,22,36,7,34,3
1,0,16,40,14,24,2
1,0,16,40,12,24,4
1,0,26,40,6,34,0
1,0,14,33,17,28,2
1,0,20,46,11,22,1
1,0,19,38,11,29,2
1,0,16,35,13,29,3
1,0,20,35,10,33,2
1,0,15,41,15,22,2
1,0,19,30,11,37,2
1,0,19,39,13,28,0
1,0,17,39,11,26,4
1,0,20,34,11,34,1
1,0,21,33,8,36,3
1,0,13,38,20,19,3
1,0,21,39,9,30,2
1,0,15,39,13,24,4
1,0,17,42,14,23,1
1,0,19,41,10,26,3
1,0,25,43,6,30,1
1,0,13,35,17,25,3
1,0,20,37,8,31,4
1,0,19,24,13,43,0
1,0,20,45,9,23,3
1,0,15,38,19,22,1
1,0,17,40,12,25,3
1,0,17,38,11,27,4
1,0,21,38,11,31,0
1,0,20,43,10,25,2
1,0,16,42,14,22,2
1,0,18,35,12,31,2
1,0,26,42,5,32,1
1,0,15,35,16,28,1
1,0,18,45,14,21,0
1,0,19,35,11,32,2
1,0,13,41,14,20,5
1,0,21,40,10,29,1
1,0,22,43,9,27,1
1,0,15,37,14,26,3
1,0,18,38,13,28,1
1,0,17,43,11,22,4
1,0,18,32,13,34,1
1,0,20,43,8,25,4
1,0,19,32,11,35,2
1,0,21,37,9,32,2
1,0,17,37,14,28,1
1,0,14,34,16,28,2
1,0,22,45,7,25,3
1,0,14,38,14,24,4
1,0,15,44,16,19,1
1,0,21,39,10,30,1
1,0,15,38,14,25,3
1,0,17,37,13,28,2
1,0,14,41,13,21,5
1,0,18,37,12,29,2
1,0,18,42,12,24,2
1,0,20,41,8,27,4
1,0,16,42,14,22,2
1,0,21,45,8,24,3
1,0,19,38,13,29,0
1,0,14,34,14,28,4
1,0,18,34,12,32,2
1,0,10,33,18,23,6
1,0,19,38,10,29,3
1,0,15,46,14,17,3
1,0,15,32,13,31,4
1,0,19,44,12,23,1
1,0,20,37,10,31,2
1,0,17,35,11,30,4
1,0,16,42,14,22,2
1,0,15,39,13,24,4
1,0,17,40,13,25,2
1,0,20,38,11,30,1
1,0,23,49,9,22,0
1,0,16,39,17,24,0
1,0,18,45,7,21,7
1,0,15,33,14,30,3
1,0,24,41,8,31,0
1,0,26,36,6,38,0
1,0,12,31,17,28,4
1,0,23,32,7,39,2
