generation,label_bal,color_bal
0,0.522,0.496
1,0.518,0.527
2,0.543,0.516
3,0.558,0.5
4,0.577,0.528
5,0.598,0.498
6,0.64,0.524
7,0.642,0.549
8,0.697,0.54
9,0.721,0.501
10,0.793,0.542
11,0.808,0.557
12,0.843,0.518
13,0.865,0.547
14,0.872,0.529
15,0.877,0.54
16,0.892,0.53
17,0.898,0.54
18,0.92,0.505
19,0.922,0.515
20,0.932,0.529
21,0.924,0.524
22,0.935,0.528
23,0.948,0.529
24,0.948,0.526
25,0.937,0.516
26,0.963,0.543
27,0.968,0.525
28,0.965,0.524
29,0.971,0.543
30,0.969,0.555
31,0.98,0.561
32,0.991,0.542
33,0.976,0.576
34,0.985,0.564
35,0.988,0.571
36,0.987,0.546
37,0.989,0.564
38,0.991,0.558
39,0.997,0.528
