generation,label_bal,color_bal
0,0.616,0.537
1,0.586,0.539
2,0.623,0.51
3,0.596,0.499
4,0.616,0.481
5,0.618,0.502
6,0.616,0.54
7,0.618,0.48
8,0.626,0.514
9,0.59,0.497
10,0.627,0.496
11,0.581,0.504
12,0.602,0.464
13,0.576,0.498
14,0.578,0.512
15,0.589,0.491
16,0.604,0.483
17,0.607,0.5
18,0.595,0.49
19,0.617,0.466
20,0.624,0.5
21,0.597,0.509
22,0.606,0.492
23,0.632,0.494
24,0.594,0.506
25,0.591,0.527
26,0.577,0.525
27,0.58,0.521
28,0.618,0.516
29,0.584,0.51
30,0.643,0.528
31,0.593,0.504
32,0.641,0.501
33,0.595,0.511
34,0.601,0.463
35,0.61,0.48
36,0.603,0.514
37,0.624,0.528
38,0.629,0.521
39,0.614,0.506
