generation,label_bal,color_bal
0,0.643,0.458
0,0.633,0.46
0,0.633,0.46
1,0.588,0.464
2,0.613,0.472
0,1.0,0.0
1,1.0,0.0
0,0.688,0.128
1,0.734,0.128
2,0.764,0.114
3,0.756,0.109
4,0.731,0.118
5,0.786,0.108
6,0.758,0.125
7,0.77,0.13
8,0.736,0.156
9,0.748,0.131
10,0.732,0.127
11,0.71,0.152
12,0.731,0.12
13,0.703,0.142
14,0.722,0.148
15,0.732,0.144
16,0.777,0.129
17,0.796,0.124
18,0.79,0.117
19,0.783,0.124
20,0.796,0.121
21,0.784,0.125
22,0.785,0.134
23,0.769,0.133
24,0.782,0.123
25,0.762,0.129
26,0.787,0.136
27,0.779,0.146
28,0.796,0.116
29,0.773,0.119
30,0.793,0.129
31,0.783,0.118
32,0.749,0.159
33,0.805,0.119
34,0.8,0.126
35,0.792,0.132
36,0.771,0.139
37,0.789,0.141
38,0.781,0.138
39,0.743,0.142
40,0.785,0.125
0,0.391,0.616
1,0.402,0.63
2,0.431,0.606
3,0.415,0.619
4,0.434,0.606
5,0.428,0.599
6,0.405,0.628
7,0.396,0.628
8,0.4,0.631
9,0.383,0.648
10,0.402,0.626
11,0.426,0.608
12,0.402,0.628
13,0.379,0.64
14,0.405,0.627
15,0.39,0.628
16,0.441,0.592
17,0.422,0.603
18,0.414,0.611
19,0.375,0.64
20,0.417,0.611
21,0.385,0.629
22,0.432,0.59
23,0.411,0.614
24,0.415,0.606
25,0.39,0.631
26,0.404,0.613
27,0.394,0.636
28,0.402,0.624
29,0.408,0.623
30,0.404,0.62
31,0.394,0.636
32,0.357,0.669
33,0.429,0.592
34,0.389,0.624
35,0.39,0.629
36,0.386,0.638
37,0.408,0.617
0,0.65,0.47
1,0.58,0.49
2,0.67,0.42
3,0.7,0.43
4,0.64,0.48
5,0.66,0.42
6,0.61,0.42
7,0.67,0.45
8,0.67,0.35
9,0.57,0.54
10,0.61,0.43
11,0.7,0.52
12,0.6,0.48
13,0.62,0.42
14,0.6,0.46
15,0.6,0.46
16,0.52,0.4
17,0.51,0.43
18,0.48,0.49
19,0.48,0.4
20,0.51,0.41
21,0.54,0.48
22,0.56,0.46
23,0.49,0.54
24,0.55,0.48
25,0.55,0.48
26,0.46,0.55
27,0.62,0.42
28,0.62,0.43
29,0.5,0.51
30,0.64,0.42
31,0.59,0.46
32,0.5,0.53
33,0.61,0.4
34,0.53,0.49
35,0.59,0.46
36,0.64,0.4
37,0.55,0.47
38,0.53,0.49
39,0.6,0.44
40,0.46,0.54
0,0.55,0.49
1,0.66,0.45
2,0.56,0.41
3,0.56,0.44
4,0.63,0.48
5,0.67,0.39
6,0.64,0.42
7,0.67,0.43
0,0.6,0.48
1,0.58,0.47
2,0.6,0.41
3,0.59,0.43
4,0.44,0.46
5,0.55,0.41
6,0.5,0.45
7,0.5,0.44
8,0.6,0.36
9,0.51,0.53
10,0.49,0.43
11,0.47,0.52
12,0.54,0.47
13,0.6,0.43
14,0.5,0.44
15,0.54,0.45
16,0.48,0.43
17,0.58,0.42
18,0.46,0.49
19,0.59,0.39
20,0.54,0.43
21,0.53,0.45
22,0.52,0.46
23,0.42,0.49
24,0.46,0.47
25,0.47,0.46
26,0.46,0.53
27,0.48,0.42
28,0.52,0.44
29,0.47,0.5
30,0.57,0.39
31,0.47,0.47
32,0.45,0.53
33,0.57,0.42
34,0.41,0.5
35,0.48,0.41
36,0.57,0.38
37,0.5,0.49
38,0.5,0.48
39,0.53,0.47
40,0.42,0.55
