proba_0,proba_1,generation
0.99664444,0.99793446,0
0.9917553,0.99375385,1
0.99304616,0.98657024,2
0.9891097,0.98757195,3
0.9862,0.9884001,4
0.9796881,0.9853764,5
0.9833348,0.98884374,6
0.9803939,0.9841843,7
0.98319215,0.9713719,8
0.9750799,0.9865988,9
0.976926,0.9805602,10
0.9774497,0.97600603,11
0.97451603,0.9771977,12
0.9663696,0.9686346,13
0.96895045,0.96362305,14
0.9775206,0.9714019,15
0.9760318,0.9764038,16
0.97089106,0.96927327,17
0.9778937,0.97000027,18
0.9725294,0.97143364,19
0.97368634,0.9727376,20
0.96727204,0.97649646,21
0.9611342,0.9792958,22
0.97111636,0.9737227,23
0.969668,0.97077954,24
0.96694076,0.9638367,25
0.9681736,0.96863985,26
0.9677795,0.9676337,27
0.9646855,0.96742433,28
0.9657234,0.9734046,29
0.9572836,0.96361136,30
0.96731496,0.97199684,31
0.964344,0.974264,32
0.965789,0.97195053,33
0.9704162,0.97257954,34
0.97409594,0.9710517,35
0.9655237,0.97023237,36
0.9681806,0.9644008,37
0.964368,0.9670595,38
0.9667773,0.9667948,39
