generation,label_bal,color_bal
0,0.726,0.403
1,0.705,0.494
2,0.709,0.464
3,0.682,0.507
4,0.61,0.494
5,0.561,0.556
6,0.532,0.525
7,0.521,0.503
8,0.575,0.516
9,0.55,0.513
10,0.564,0.474
11,0.55,0.45
12,0.521,0.495
13,0.5,0.474
14,0.46,0.49
15,0.432,0.497
16,0.475,0.496
17,0.512,0.483
18,0.529,0.484
19,0.574,0.479
20,0.592,0.465
21,0.583,0.47
22,0.606,0.48
23,0.614,0.489
24,0.67,0.468
25,0.68,0.474
26,0.733,0.447
27,0.737,0.474
28,0.781,0.48
29,0.757,0.441
30,0.797,0.429
31,0.773,0.464
32,0.79,0.483
33,0.777,0.436
34,0.795,0.451
35,0.761,0.409
36,0.673,0.458
37,0.633,0.492
38,0.675,0.464
39,0.638,0.459
0,0.534,0.451
0,0.58,0.51
0,0.62,0.51
1,1.0,0.0
2,1.0,0.0
3,1.0,0.0
4,1.0,0.0
0,0.52,0.46
1,0.54,0.63
2,0.67,0.5
3,0.53,0.64
4,0.64,0.51
5,0.61,0.53
6,0.59,0.42
7,0.58,0.46
8,0.58,0.47
9,0.66,0.45
10,0.67,0.62
11,0.84,0.49
12,0.79,0.44
13,0.77,0.45
14,0.68,0.54
15,0.78,0.53
16,0.67,0.58
17,0.75,0.42
18,0.82,0.6
19,0.82,0.48
20,0.72,0.46
21,0.8,0.47
22,0.8,0.44
23,0.76,0.46
24,0.8,0.6
25,0.79,0.54
26,0.85,0.48
27,0.88,0.48
28,0.84,0.48
29,0.89,0.58
30,0.91,0.41
31,0.91,0.5
32,0.84,0.62
33,0.89,0.51
34,0.9,0.45
35,0.86,0.58
36,0.82,0.48
37,0.82,0.48
38,0.83,0.57
39,0.91,0.46
