generation,label_bal,color_bal
0,0.647,0.569
1,0.691,0.507
2,0.697,0.54
3,0.695,0.512
4,0.696,0.565
5,0.721,0.534
6,0.758,0.526
7,0.733,0.555
8,0.739,0.531
9,0.765,0.554
10,0.786,0.558
11,0.861,0.534
12,0.92,0.534
13,0.949,0.536
14,0.979,0.531
15,0.999,0.54
16,0.988,0.537
17,0.993,0.536
18,0.999,0.559
19,0.996,0.542
20,0.998,0.566
21,0.998,0.514
22,0.998,0.559
23,0.999,0.572
24,1.0,0.547
25,1.0,0.57
26,0.999,0.563
27,0.999,0.588
28,0.998,0.593
29,0.997,0.587
30,0.992,0.608
31,0.999,0.581
32,1.0,0.568
33,1.0,0.561
34,0.99,0.563
35,1.0,0.577
36,1.0,0.601
37,0.999,0.605
38,1.0,0.608
39,1.0,0.616
