generation,label_bal,color_bal
0,0.439,0.498
1,0.461,0.507
2,0.474,0.5
3,0.543,0.496
4,0.583,0.492
5,0.588,0.492
6,0.651,0.48
7,0.705,0.482
8,0.732,0.506
9,0.782,0.5
10,0.817,0.481
11,0.861,0.536
12,0.875,0.487
13,0.903,0.504
14,0.91,0.522
15,0.926,0.491
16,0.946,0.505
17,0.956,0.505
18,0.964,0.489
19,0.946,0.495
20,0.96,0.532
21,0.971,0.501
22,0.98,0.52
23,0.961,0.496
24,0.961,0.496
25,0.976,0.508
26,0.978,0.519
27,0.977,0.527
28,0.967,0.507
29,0.986,0.525
30,0.98,0.497
31,0.981,0.53
32,0.982,0.473
33,0.988,0.497
34,0.992,0.499
35,0.996,0.471
36,0.994,0.508
37,0.99,0.492
38,0.992,0.464
39,0.996,0.522
