generation,label_bal,color_bal
0,0.42,0.516
1,0.431,0.512
2,0.408,0.508
3,0.418,0.5
4,0.404,0.502
5,0.385,0.528
6,0.405,0.497
7,0.393,0.514
8,0.385,0.49
9,0.333,0.526
10,0.388,0.514
11,0.36,0.509
12,0.374,0.507
13,0.367,0.53
14,0.381,0.511
15,0.396,0.492
16,0.373,0.52
17,0.379,0.516
18,0.402,0.523
19,0.38,0.523
20,0.381,0.504
21,0.392,0.527
22,0.426,0.474
23,0.395,0.495
24,0.407,0.508
25,0.396,0.525
26,0.427,0.514
27,0.424,0.526
28,0.4,0.523
29,0.403,0.504
30,0.429,0.514
31,0.434,0.491
32,0.421,0.501
33,0.416,0.489
34,0.394,0.505
35,0.4,0.502
36,0.405,0.516
37,0.363,0.518
38,0.392,0.519
39,0.362,0.506
