generation,label_bal,color_bal
0,0.617,0.517
1,0.674,0.496
2,0.74,0.467
3,0.742,0.483
4,0.755,0.493
5,0.824,0.475
6,0.819,0.493
7,0.86,0.53
8,0.893,0.514
9,0.911,0.515
10,0.931,0.511
11,0.951,0.548
12,0.973,0.505
13,0.991,0.514
14,0.995,0.531
15,0.998,0.498
16,1.0,0.536
17,1.0,0.545
18,1.0,0.526
19,1.0,0.524
20,1.0,0.542
21,1.0,0.508
22,1.0,0.501
23,1.0,0.513
24,1.0,0.52
25,1.0,0.498
26,1.0,0.517
27,1.0,0.498
28,1.0,0.519
29,1.0,0.514
30,1.0,0.516
31,1.0,0.532
32,1.0,0.515
33,1.0,0.517
34,1.0,0.516
35,1.0,0.511
36,1.0,0.493
37,1.0,0.536
38,1.0,0.555
39,1.0,0.528
