generation,label_bal,color_bal
0,0.427,0.483
1,0.453,0.533
2,0.413,0.526
3,0.358,0.538
4,0.372,0.558
5,0.337,0.528
6,0.317,0.544
7,0.323,0.526
8,0.298,0.523
9,0.284,0.511
10,0.27,0.552
11,0.251,0.526
12,0.227,0.532
13,0.219,0.546
14,0.203,0.558
15,0.216,0.536
16,0.21,0.564
17,0.213,0.562
18,0.244,0.535
19,0.217,0.556
20,0.212,0.564
21,0.204,0.558
22,0.198,0.534
23,0.198,0.557
24,0.224,0.537
25,0.189,0.571
26,0.169,0.576
27,0.19,0.559
28,0.183,0.551
29,0.192,0.536
30,0.183,0.554
31,0.187,0.528
32,0.166,0.508
33,0.146,0.543
34,0.171,0.521
35,0.126,0.547
36,0.142,0.532
37,0.129,0.523
38,0.128,0.521
39,0.119,0.541
