generation,label_bal,color_bal
0,0.459,0.51
1,0.495,0.479
2,0.543,0.511
3,0.585,0.5
4,0.594,0.509
5,0.61,0.535
6,0.693,0.489
7,0.744,0.484
8,0.76,0.489
9,0.764,0.526
10,0.761,0.525
11,0.795,0.514
12,0.801,0.535
13,0.816,0.54
14,0.792,0.527
15,0.802,0.532
16,0.777,0.555
17,0.812,0.513
18,0.82,0.503
19,0.825,0.497
20,0.808,0.523
21,0.828,0.546
22,0.846,0.516
23,0.828,0.573
24,0.843,0.559
25,0.862,0.545
26,0.871,0.57
27,0.859,0.532
28,0.867,0.557
29,0.863,0.564
30,0.877,0.557
31,0.872,0.534
32,0.871,0.533
33,0.896,0.549
34,0.889,0.53
35,0.908,0.566
36,0.896,0.582
37,0.905,0.546
38,0.902,0.585
39,0.925,0.564
