generation,label_bal,color_bal
0,0.433,0.513
1,0.506,0.514
2,0.478,0.504
3,0.504,0.543
4,0.445,0.502
5,0.457,0.525
6,0.503,0.531
7,0.539,0.49
8,0.512,0.522
9,0.534,0.524
10,0.529,0.487
11,0.54,0.533
12,0.51,0.49
13,0.541,0.491
14,0.499,0.537
15,0.54,0.499
16,0.57,0.508
17,0.528,0.498
18,0.597,0.528
19,0.574,0.497
20,0.584,0.533
21,0.577,0.509
22,0.582,0.554
23,0.59,0.509
24,0.57,0.53
25,0.584,0.53
26,0.56,0.52
27,0.556,0.496
28,0.568,0.515
29,0.591,0.546
30,0.558,0.51
31,0.542,0.534
32,0.534,0.515
33,0.523,0.513
34,0.494,0.512
35,0.536,0.524
36,0.513,0.542
37,0.525,0.52
38,0.502,0.5
39,0.49,0.503
40,0.532,0.505
