generation,label_bal,color_bal
0,0.42,0.946
1,0.436,0.953
2,0.418,0.932
3,0.412,0.944
4,0.4,0.949
5,0.421,0.944
0,0.4,0.952
1,0.4,0.958
2,0.407,0.95
3,0.402,0.947
4,0.378,0.96
5,0.4,0.941
0,0.4,0.952
1,0.4,0.958
2,0.407,0.95
3,0.402,0.947
4,0.378,0.96
5,0.4,0.941
0,0.4,0.952
1,0.4,0.958
2,0.407,0.95
3,0.402,0.947
4,0.378,0.96
5,0.4,0.941
6,0.391,0.946
7,0.43,0.933
0,0.0,1.0
1,0.0,1.0
0,0.915,0.437
1,0.986,0.459
2,0.974,0.438
3,0.992,0.468
4,0.998,0.458
5,1.0,0.437
6,1.0,0.47
7,1.0,0.44
8,1.0,0.447
9,1.0,0.452
10,1.0,0.462
11,1.0,0.453
12,1.0,0.474
13,1.0,0.456
14,1.0,0.424
15,1.0,0.441
16,1.0,0.44
17,1.0,0.483
18,1.0,0.44
19,1.0,0.44
20,1.0,0.454
21,1.0,0.468
22,1.0,0.45
23,1.0,0.462
24,1.0,0.451
25,1.0,0.437
26,1.0,0.465
27,1.0,0.444
28,1.0,0.455
29,1.0,0.473
30,1.0,0.431
31,1.0,0.45
32,1.0,0.473
33,1.0,0.463
34,1.0,0.439
35,1.0,0.447
36,1.0,0.483
37,1.0,0.48
38,1.0,0.46
39,1.0,0.471
40,1.0,0.467
0,0.547,0.473
1,0.544,0.503
2,0.565,0.479
3,0.562,0.491
4,0.567,0.486
5,0.573,0.478
6,0.589,0.463
7,0.601,0.459
8,0.572,0.487
9,0.582,0.476
10,0.579,0.473
11,0.591,0.466
12,0.59,0.467
13,0.598,0.479
14,0.584,0.482
15,0.585,0.47
16,0.571,0.484
17,0.587,0.485
18,0.608,0.441
19,0.595,0.46
20,0.547,0.508
21,0.584,0.469
22,0.583,0.461
23,0.575,0.472
24,0.589,0.46
25,0.564,0.491
26,0.566,0.482
27,0.545,0.513
28,0.566,0.477
29,0.607,0.434
30,0.572,0.484
31,0.562,0.49
32,0.6,0.459
33,0.541,0.503
34,0.567,0.478
35,0.575,0.47
36,0.556,0.481
37,0.57,0.468
0,0.54,0.46
1,0.63,0.36
2,0.67,0.39
3,0.61,0.43
4,0.56,0.5
5,0.66,0.47
6,0.72,0.37
7,0.62,0.39
8,0.72,0.32
9,0.64,0.41
10,0.7,0.42
0,0.57,0.5
11,0.69,0.45
1,0.69,0.37
12,0.67,0.38
2,0.69,0.42
13,0.69,0.37
3,0.68,0.47
14,0.65,0.39
4,0.65,0.53
15,0.66,0.53
5,0.73,0.51
16,0.67,0.43
6,0.66,0.45
17,0.72,0.37
7,0.67,0.46
18,0.66,0.41
8,0.75,0.38
19,0.63,0.46
9,0.72,0.44
20,0.65,0.39
10,0.68,0.48
21,0.66,0.39
11,0.7,0.46
22,0.72,0.32
12,0.7,0.44
23,0.63,0.46
13,0.7,0.44
24,0.65,0.45
14,0.69,0.42
25,0.65,0.44
15,0.59,0.55
26,0.58,0.44
16,0.69,0.49
27,0.7,0.42
17,0.68,0.43
28,0.55,0.41
18,0.63,0.46
29,0.58,0.47
19,0.69,0.5
30,0.63,0.35
20,0.8,0.44
31,0.62,0.4
21,0.67,0.43
32,0.54,0.6
22,0.66,0.38
33,0.66,0.45
23,0.7,0.5
34,0.68,0.43
24,0.63,0.48
35,0.61,0.42
25,0.7,0.48
36,0.48,0.54
26,0.68,0.47
37,0.53,0.51
27,0.75,0.43
38,0.62,0.35
28,0.74,0.43
39,0.55,0.44
29,0.71,0.5
40,0.54,0.35
30,0.75,0.42
31,0.73,0.46
32,0.78,0.64
33,0.7,0.51
34,0.71,0.48
35,0.78,0.46
36,0.74,0.59
37,0.81,0.57
38,0.83,0.41
39,0.76,0.48
40,0.67,0.46
0,0.67,0.36
0,0.57,0.49
1,0.67,0.38
2,0.51,0.44
3,0.51,0.47
4,0.45,0.53
5,0.46,0.5
6,0.6,0.43
7,0.6,0.46
0,0.56,0.47
1,0.58,0.36
2,0.61,0.41
3,0.64,0.43
4,0.66,0.5
5,0.58,0.48
6,0.5,0.42
7,0.47,0.45
8,0.53,0.38
9,0.5,0.42
10,0.47,0.47
11,0.51,0.44
12,0.43,0.43
13,0.52,0.45
14,0.49,0.43
15,0.4,0.53
16,0.43,0.48
17,0.54,0.41
18,0.47,0.44
19,0.48,0.46
20,0.5,0.39
21,0.44,0.42
22,0.53,0.36
23,0.44,0.48
24,0.4,0.47
25,0.46,0.44
26,0.46,0.44
27,0.5,0.4
28,0.4,0.44
29,0.33,0.49
30,0.47,0.37
31,0.48,0.42
32,0.33,0.62
33,0.41,0.51
34,0.4,0.46
35,0.34,0.44
36,0.34,0.57
37,0.39,0.51
38,0.47,0.4
0,0.59,0.49
1,0.62,0.36
2,0.64,0.39
3,0.67,0.44
4,0.59,0.5
5,0.62,0.48
6,0.67,0.42
7,0.6,0.41
8,0.74,0.37
9,0.67,0.43
10,0.59,0.46
11,0.69,0.43
12,0.63,0.43
13,0.71,0.41
14,0.62,0.41
15,0.62,0.54
16,0.55,0.47
17,0.62,0.38
18,0.51,0.45
19,0.51,0.48
20,0.59,0.41
21,0.55,0.4
22,0.59,0.37
23,0.48,0.48
24,0.47,0.46
25,0.52,0.46
26,0.51,0.46
27,0.59,0.42
28,0.51,0.43
29,0.53,0.49
30,0.67,0.36
31,0.59,0.41
32,0.38,0.63
33,0.52,0.49
34,0.56,0.46
35,0.56,0.44
36,0.45,0.59
37,0.49,0.53
38,0.62,0.38
39,0.56,0.46
40,0.64,0.36
