generation,label_bal,color_bal
0,0.539,0.492
1,0.594,0.504
2,0.642,0.522
3,0.679,0.498
4,0.723,0.523
5,0.774,0.498
6,0.803,0.514
7,0.814,0.505
8,0.859,0.532
9,0.891,0.512
10,0.876,0.537
11,0.914,0.478
12,0.924,0.525
13,0.931,0.506
14,0.948,0.523
15,0.965,0.513
16,0.981,0.519
17,0.989,0.546
18,0.992,0.553
19,0.996,0.534
20,0.999,0.517
21,1.0,0.546
22,1.0,0.53
23,1.0,0.532
24,1.0,0.541
25,1.0,0.544
26,1.0,0.54
27,1.0,0.555
28,1.0,0.547
29,1.0,0.563
30,1.0,0.567
31,1.0,0.575
32,1.0,0.552
33,1.0,0.552
34,1.0,0.566
35,1.0,0.574
36,1.0,0.555
37,1.0,0.577
38,1.0,0.555
39,1.0,0.571
