generation,label_bal,color_bal
0,0.455,0.496
1,0.443,0.507
2,0.461,0.494
3,0.483,0.499
4,0.491,0.486
5,0.486,0.502
6,0.472,0.501
7,0.477,0.49
8,0.501,0.515
9,0.59,0.552
10,0.589,0.485
11,0.637,0.511
12,0.687,0.48
13,0.728,0.509
14,0.829,0.491
15,0.848,0.519
16,0.904,0.492
17,0.94,0.486
18,0.969,0.504
19,0.987,0.502
20,0.987,0.533
21,0.99,0.497
22,0.99,0.501
23,0.988,0.506
24,0.983,0.504
25,0.977,0.501
26,0.983,0.505
27,0.988,0.508
28,0.989,0.492
0,0.476,0.494
1,0.451,0.508
2,0.486,0.491
3,0.498,0.505
4,0.512,0.497
5,0.506,0.499
6,0.486,0.503
7,0.476,0.513
8,0.499,0.52
9,0.565,0.5
10,0.617,0.509
11,0.652,0.497
12,0.695,0.492
13,0.742,0.497
14,0.842,0.501
15,0.859,0.511
16,0.91,0.542
17,0.918,0.515
18,0.951,0.494
19,0.986,0.527
20,0.988,0.501
21,0.985,0.499
22,0.987,0.501
23,0.974,0.513
24,0.992,0.513
25,0.985,0.495
26,0.983,0.5
27,0.982,0.505
28,0.984,0.494
0,0.476,0.494
1,0.451,0.508
2,0.486,0.491
3,0.498,0.505
4,0.512,0.497
5,0.506,0.499
6,0.486,0.503
7,0.476,0.513
8,0.499,0.52
9,0.565,0.5
10,0.617,0.509
11,0.652,0.497
12,0.695,0.492
13,0.742,0.497
14,0.842,0.501
15,0.859,0.511
16,0.91,0.542
17,0.918,0.515
18,0.951,0.494
19,0.986,0.527
20,0.988,0.501
21,0.985,0.499
22,0.987,0.501
23,0.974,0.513
24,0.992,0.513
25,0.985,0.495
26,0.983,0.5
27,0.982,0.505
28,0.984,0.494
0,0.476,0.494
1,0.451,0.508
2,0.486,0.491
3,0.498,0.505
4,0.512,0.497
5,0.506,0.499
6,0.486,0.503
7,0.476,0.513
8,0.499,0.52
9,0.565,0.5
10,0.617,0.509
11,0.652,0.497
12,0.695,0.492
13,0.742,0.497
14,0.842,0.501
15,0.859,0.511
16,0.91,0.542
17,0.918,0.515
18,0.951,0.494
19,0.986,0.527
20,0.988,0.501
21,0.985,0.499
22,0.987,0.501
23,0.974,0.513
24,0.992,0.513
25,0.985,0.495
26,0.983,0.5
27,0.982,0.505
28,0.984,0.494
0,0.476,0.494
1,0.451,0.508
2,0.486,0.491
3,0.498,0.505
4,0.512,0.497
5,0.506,0.499
6,0.486,0.503
7,0.476,0.513
8,0.499,0.52
9,0.565,0.5
10,0.617,0.509
11,0.652,0.497
12,0.695,0.492
13,0.742,0.497
14,0.842,0.501
15,0.859,0.511
16,0.91,0.542
17,0.918,0.515
18,0.951,0.494
19,0.986,0.527
20,0.988,0.501
21,0.985,0.499
22,0.987,0.501
23,0.974,0.513
24,0.992,0.513
25,0.985,0.495
26,0.983,0.5
27,0.982,0.505
28,0.984,0.494
0,0.476,0.494
1,0.451,0.508
2,0.486,0.491
3,0.498,0.505
4,0.512,0.497
5,0.506,0.499
6,0.486,0.503
7,0.476,0.513
8,0.499,0.52
9,0.565,0.5
10,0.617,0.509
11,0.652,0.497
12,0.695,0.492
13,0.742,0.497
14,0.842,0.501
15,0.859,0.511
16,0.91,0.542
17,0.918,0.515
18,0.951,0.494
19,0.986,0.527
20,0.988,0.501
21,0.985,0.499
22,0.987,0.501
23,0.974,0.513
24,0.992,0.513
25,0.985,0.495
26,0.983,0.5
27,0.982,0.505
28,0.984,0.494
0,0.476,0.494
1,0.451,0.508
2,0.486,0.491
3,0.498,0.505
4,0.512,0.497
5,0.506,0.499
6,0.486,0.503
7,0.476,0.513
8,0.499,0.52
9,0.565,0.5
10,0.617,0.509
11,0.652,0.497
12,0.695,0.492
13,0.742,0.497
14,0.842,0.501
15,0.859,0.511
16,0.91,0.542
17,0.918,0.515
18,0.951,0.494
19,0.986,0.527
20,0.988,0.501
21,0.985,0.499
22,0.987,0.501
23,0.974,0.513
24,0.992,0.513
25,0.985,0.495
26,0.983,0.5
27,0.982,0.505
28,0.984,0.494
29,0.99,0.502
30,0.98,0.51
31,0.977,0.539
32,0.991,0.491
33,0.982,0.492
34,0.987,0.54
35,0.985,0.506
36,0.99,0.521
37,0.985,0.527
38,0.985,0.492
39,0.985,0.486
0,0.44,0.499
1,0.441,0.476
2,0.446,0.506
3,0.5,0.495
4,0.529,0.498
5,0.545,0.499
6,0.551,0.506
7,0.553,0.506
8,0.583,0.519
9,0.56,0.519
10,0.594,0.497
11,0.672,0.488
12,0.659,0.51
13,0.707,0.493
14,0.749,0.524
15,0.773,0.476
16,0.726,0.535
17,0.732,0.606
18,0.785,0.613
19,0.779,0.66
20,0.748,0.621
21,0.737,0.606
22,0.689,0.582
23,0.687,0.567
24,0.668,0.586
25,0.636,0.554
26,0.598,0.52
27,0.627,0.525
28,0.607,0.52
29,0.563,0.481
30,0.563,0.515
31,0.54,0.491
32,0.601,0.505
33,0.564,0.521
34,0.553,0.504
35,0.55,0.485
36,0.595,0.484
37,0.596,0.484
38,0.579,0.475
39,0.614,0.488
