generation,label_bal,color_bal
0,0.34,0.19
0,0.31,0.13
0,0.31,0.13
0,0.31,0.13
0,0.31,0.13
0,0.31,0.13
1,0.22,0.17
2,0.34,0.17
3,0.38,0.12
4,0.32,0.2
5,0.29,0.21
6,0.35,0.1
7,0.31,0.13
8,0.36,0.12
9,0.4,0.14
10,0.3,0.17
11,0.4,0.11
