generation,label_bal,color_bal
0,0.416,0.483
1,0.448,0.517
2,0.384,0.532
3,0.362,0.536
4,0.324,0.551
5,0.32,0.524
6,0.263,0.539
7,0.254,0.541
8,0.217,0.557
9,0.249,0.512
10,0.216,0.503
11,0.168,0.527
12,0.162,0.522
13,0.149,0.539
14,0.157,0.545
15,0.19,0.516
16,0.205,0.529
17,0.208,0.543
18,0.265,0.518
19,0.233,0.539
20,0.213,0.551
21,0.198,0.533
22,0.193,0.541
23,0.185,0.525
24,0.223,0.513
25,0.182,0.535
26,0.151,0.538
27,0.194,0.471
28,0.18,0.523
29,0.168,0.51
30,0.169,0.525
31,0.165,0.492
32,0.16,0.494
33,0.148,0.52
34,0.16,0.484
35,0.15,0.508
36,0.138,0.491
37,0.157,0.464
38,0.134,0.486
39,0.128,0.49
