generation,label_bal,color_bal
0,0.417,0.511
1,0.472,0.473
2,0.416,0.506
3,0.426,0.477
4,0.488,0.493
5,0.442,0.504
6,0.466,0.512
7,0.501,0.504
8,0.496,0.491
9,0.433,0.478
10,0.432,0.5
11,0.432,0.501
12,0.49,0.515
13,0.437,0.5
14,0.417,0.5
15,0.427,0.491
16,0.45,0.494
17,0.415,0.512
18,0.472,0.528
19,0.453,0.495
20,0.438,0.533
21,0.478,0.5
22,0.472,0.504
23,0.476,0.545
24,0.474,0.459
25,0.5,0.496
26,0.447,0.49
27,0.422,0.503
28,0.421,0.469
29,0.388,0.497
30,0.356,0.51
31,0.398,0.524
32,0.45,0.499
33,0.498,0.493
34,0.487,0.508
35,0.48,0.487
36,0.47,0.504
37,0.495,0.493
38,0.497,0.528
39,0.471,0.501
40,0.491,0.521
