generation,label_bal,color_bal
0,0.618,0.503
1,0.603,0.547
2,0.599,0.52
3,0.623,0.517
4,0.616,0.51
5,0.618,0.517
6,0.657,0.54
7,0.636,0.536
8,0.623,0.516
9,0.581,0.53
10,0.592,0.537
11,0.606,0.547
12,0.549,0.539
13,0.622,0.528
14,0.616,0.515
15,0.644,0.488
16,0.607,0.525
17,0.629,0.529
18,0.63,0.498
19,0.634,0.502
20,0.637,0.494
21,0.632,0.506
22,0.593,0.523
23,0.64,0.5
24,0.594,0.532
25,0.654,0.532
26,0.649,0.529
27,0.636,0.513
28,0.656,0.529
29,0.683,0.519
30,0.629,0.516
31,0.666,0.486
32,0.641,0.53
33,0.651,0.51
34,0.645,0.507
35,0.653,0.553
36,0.674,0.526
37,0.657,0.497
38,0.694,0.534
39,0.683,0.502
40,0.714,0.514
