proba_0,proba_1,generation
0.994161,0.99776226,0
0.993288,0.9967804,1
0.9970534,0.995543,2
0.9970013,0.99657303,3
0.9973651,0.99755126,4
0.99822986,0.9949038,5
0.9977214,0.99659663,6
0.995863,0.9976371,7
0.9956784,0.99600315,8
0.99405724,0.9971888,9
0.996678,0.99826837,10
0.99699855,0.99555457,11
0.99424875,0.9977156,12
0.99763006,0.99684453,13
0.99620783,0.9969317,14
0.99713916,0.9945527,15
0.9962421,0.9958371,16
0.99436754,0.99784565,17
0.9955885,0.99891037,18
0.9978047,0.99793994,19
0.99703294,0.994606,20
0.9955224,0.9963306,21
0.99700576,0.994459,22
0.9957419,0.99352515,23
0.99527216,0.9978396,24
0.9942265,0.9966756,25
0.9965454,0.99682254,26
0.9936018,0.9972389,27
0.9963841,0.99610645,28
0.99524564,0.9954786,29
0.99801266,0.9945302,30
0.9948695,0.99643534,31
0.99564815,0.99470824,32
0.9968512,0.99416727,33
0.9930117,0.998548,34
0.99355745,0.99443054,35
0.99742967,0.99656266,36
0.99642736,0.9950918,37
0.99637914,0.9959843,38
0.9968892,0.9963615,39
0.9952741,0.996376,40
