proba_0,proba_1,generation
0.9989601,0.9988523,0
0.9957962,0.9969717,1
0.9969381,0.99871176,2
0.991724,0.99815154,3
0.978523,0.9987387,4
0.9879882,0.99701095,5
0.9859529,0.9992835,6
0.9960465,0.998812,7
0.9946827,0.9985091,8
0.9879837,0.99827415,9
0.98274595,0.9983504,10
0.99366975,0.99920434,11
0.9779555,0.9990723,12
0.9910622,0.9983791,13
0.9804339,0.9997531,14
0.97805566,0.9992829,15
0.9704059,0.9992046,16
0.97124285,0.99977225,17
0.96388954,0.9997381,18
0.9648811,0.9999729,19
0.983585,0.999998,20
0.99936885,0.9998963,21
0.9697193,0.999419,22
0.97535646,0.9998938,23
0.98098737,0.99989223,24
0.99950355,0.9999887,25
0.99974823,0.99973875,26
0.99986,0.9995238,27
0.9950368,0.9999804,28
0.99223214,0.9997265,29
nan,0.9999834,30
0.9351569,1.0,31
nan,0.9999995,32
nan,0.9999999,33
nan,0.9999999,34
nan,0.99999994,35
nan,1.0,36
nan,1.0,37
nan,0.9999999,38
nan,1.0,39
0.9992908,0.9993866,0
0.9968526,0.99567306,1
0.99028337,0.993179,2
0.99161947,0.985279,3
0.99135864,0.9800889,4
0.9895969,0.99254537,5
0.9909216,0.97972643,6
0.98652565,0.97918844,7
0.98694825,0.9755009,8
0.98840743,0.9683988,9
0.98710746,0.9707334,10
0.9828868,0.9639578,11
0.9893603,0.96915406,12
0.9834872,0.970018,13
0.9816151,0.96453416,14
0.98326564,0.9629783,15
0.99753565,0.9992586,0
0.99646795,0.9940335,1
0.9941437,0.9911061,2
0.9949361,0.9885074,3
0.9959808,0.98579973,4
0.9950013,0.98688376,5
0.9980142,0.9981045,0
0.99725145,0.9941213,1
0.9957975,0.98921233,2
0.9955091,0.9868459,3
0.9950882,0.9891239,4
0.9951689,0.99093467,5
0.99585986,0.9815791,6
0.99624723,0.97945935,7
0.99767166,0.9781072,8
0.99596775,0.9787968,9
0.9973977,0.9826412,10
0.99608916,0.9847334,11
0.99662423,0.9665837,12
0.9969016,0.9826769,13
0.9962585,0.95791477,14
0.99623704,0.95882666,15
0.99631387,0.96030897,16
0.9984006,0.9795318,17
0.9970001,0.9668907,18
0.9959098,0.97707623,19
0.99745846,0.9517842,20
0.99851716,0.97251946,21
0.9989448,0.9813665,22
0.9981834,0.9519267,23
0.99827427,0.95020735,24
0.99865353,0.9416777,25
0.99852204,0.9725928,26
0.99905413,0.91302556,27
0.9996489,0.95638114,28
0.99887073,0.9586329,29
0.9985332,0.94259167,30
0.9993701,0.88754606,31
0.99988693,0.95618016,32
0.9991381,0.92182493,33
0.9997056,0.884137,34
0.9996719,0.915226,35
0.99979746,0.995185,36
0.99986315,0.91938496,37
0.9986868,0.9990499,38
0.9999178,0.9257227,39
0.99996334,0.9981509,0
1.0,nan,1
0.99999994,nan,2
1.0,nan,3
1.0,nan,4
1.0,nan,5
1.0,1.0,0
0.9995229,0.99889535,1
0.99808353,0.9923465,2
0.9645824,0.99082637,3
0.9841774,0.98819226,4
0.9837747,0.9880627,5
0.9958075,0.9909767,6
0.97097135,0.9719233,7
0.97901076,0.99666715,8
0.98424554,0.98998827,9
0.981889,0.9918374,10
0.9900325,0.98963046,11
0.99219626,0.99108887,12
0.9663332,0.9957915,13
0.974876,0.9955087,14
0.9916641,0.98569405,15
0.9838705,0.9873516,16
0.9900416,0.9916525,17
0.96420753,0.9951977,18
0.97641826,0.9759019,19
0.95354307,0.96727884,20
0.97014946,0.99085563,21
0.9453475,0.99344575,22
0.98403925,0.98515785,23
0.9784519,0.9981335,24
0.934646,0.99800354,25
0.94886243,0.98992234,26
0.96922535,0.997712,27
0.9972253,0.98976016,28
0.99954367,0.9951679,29
0.9482689,0.9902925,30
0.9514088,0.9889574,31
0.983957,0.9950909,32
0.90697736,0.9943071,33
0.98753065,0.994314,34
0.97113883,0.9987402,35
0.97070366,0.9966536,36
0.90627766,0.99709356,37
0.90702367,0.98756236,38
0.95917845,0.99436504,39
