generation,label_bal,color_bal
0,0.628,0.556
1,0.69,0.693
2,0.721,0.725
3,0.706,0.774
4,0.724,0.8
5,0.725,0.832
6,0.717,0.849
7,0.743,0.862
8,0.738,0.89
9,0.754,0.883
10,0.769,0.905
11,0.798,0.889
12,0.785,0.916
13,0.797,0.918
14,0.797,0.93
15,0.759,0.958
16,0.827,0.963
17,0.884,0.954
18,0.884,0.977
19,0.87,0.976
20,0.857,0.983
21,0.885,0.975
22,0.887,0.986
23,0.875,0.985
24,0.859,0.989
25,0.842,0.993
26,0.821,0.994
27,0.772,0.995
28,0.791,0.994
29,0.751,0.997
30,0.761,1.0
31,0.819,0.999
32,0.803,1.0
33,0.819,1.0
34,0.843,1.0
35,0.815,1.0
36,0.762,1.0
37,0.776,1.0
38,0.763,1.0
39,0.784,1.0
0,0.568,0.42
1,0.545,0.457
2,0.544,0.409
3,0.466,0.397
4,0.459,0.389
5,0.451,0.347
6,0.386,0.357
7,0.381,0.312
8,0.336,0.304
9,0.305,0.325
10,0.251,0.288
11,0.246,0.307
12,0.199,0.269
13,0.162,0.262
14,0.106,0.284
15,0.063,0.233
0,0.613,0.407
1,0.59,0.389
2,0.615,0.318
3,0.575,0.27
4,0.564,0.234
5,0.57,0.193
0,0.631,0.396
1,0.585,0.386
2,0.556,0.334
3,0.519,0.284
4,0.525,0.256
5,0.528,0.216
6,0.538,0.198
7,0.545,0.166
8,0.537,0.153
9,0.552,0.152
10,0.556,0.14
11,0.537,0.119
12,0.567,0.096
13,0.541,0.096
14,0.545,0.078
15,0.536,0.083
16,0.535,0.078
17,0.556,0.077
18,0.53,0.071
19,0.552,0.061
20,0.54,0.056
21,0.557,0.042
22,0.524,0.039
23,0.533,0.045
24,0.555,0.028
25,0.534,0.034
26,0.492,0.022
27,0.523,0.019
28,0.494,0.013
29,0.52,0.015
30,0.498,0.008
31,0.479,0.009
32,0.476,0.008
33,0.486,0.006
34,0.473,0.004
35,0.5,0.004
36,0.472,0.001
37,0.475,0.002
38,0.469,0.003
39,0.477,0.003
0,0.62,0.49
1,1.0,0.0
2,1.0,0.0
3,1.0,0.0
4,1.0,0.0
5,1.0,0.0
0,0.53,0.49
1,0.65,0.42
2,0.6,0.49
3,0.6,0.51
4,0.65,0.57
5,0.69,0.59
6,0.7,0.58
7,0.69,0.56
8,0.69,0.6
9,0.7,0.56
10,0.71,0.68
11,0.8,0.58
12,0.81,0.57
13,0.77,0.64
14,0.77,0.7
15,0.8,0.65
16,0.84,0.7
17,0.89,0.64
18,0.76,0.57
19,0.84,0.69
20,0.8,0.73
21,0.86,0.64
22,0.83,0.67
23,0.91,0.73
24,0.89,0.76
25,0.83,0.8
26,0.86,0.81
27,0.86,0.84
28,0.9,0.78
29,0.84,0.85
30,0.95,0.84
31,0.93,0.91
32,0.92,0.84
33,0.88,0.84
34,0.96,0.85
35,0.98,0.9
36,0.94,0.87
37,0.96,0.88
38,0.95,0.88
39,1.0,0.92
