generation,label_bal,color_bal
0,0.585,0.469
0,0.588,0.48
0,0.588,0.48
1,0.579,0.481
2,0.536,0.485
0,0.647,0.465
1,0.692,0.449
2,0.721,0.459
3,0.728,0.453
4,0.709,0.473
5,0.7,0.45
6,0.687,0.453
7,0.665,0.463
8,0.665,0.449
9,0.662,0.433
10,0.637,0.463
11,0.66,0.44
12,0.611,0.469
13,0.686,0.418
14,0.645,0.452
15,0.643,0.463
16,0.663,0.439
17,0.62,0.455
18,0.632,0.45
19,0.622,0.474
20,0.652,0.432
21,0.582,0.468
22,0.603,0.427
23,0.566,0.436
24,0.595,0.438
25,0.607,0.445
26,0.615,0.481
27,0.655,0.438
28,0.677,0.466
29,0.687,0.43
30,0.69,0.432
31,0.703,0.463
32,0.664,0.455
33,0.676,0.447
34,0.688,0.453
35,0.661,0.458
36,0.684,0.442
37,0.702,0.435
38,0.715,0.433
39,0.686,0.471
40,0.681,0.448
0,0.576,0.481
1,0.563,0.489
2,0.597,0.488
3,0.581,0.481
4,0.56,0.485
5,0.542,0.464
6,0.526,0.477
7,0.524,0.492
8,0.519,0.491
9,0.531,0.478
10,0.521,0.492
11,0.551,0.476
12,0.574,0.492
13,0.559,0.441
14,0.576,0.481
15,0.569,0.472
16,0.61,0.486
17,0.557,0.491
18,0.551,0.49
19,0.569,0.491
20,0.603,0.479
21,0.585,0.494
22,0.594,0.451
23,0.589,0.482
24,0.594,0.451
25,0.53,0.448
26,0.5,0.496
27,0.513,0.469
28,0.468,0.507
29,0.52,0.437
30,0.513,0.469
31,0.541,0.471
32,0.591,0.479
33,0.552,0.485
34,0.544,0.486
35,0.525,0.489
36,0.531,0.488
0,0.52,0.36
1,0.55,0.44
2,0.66,0.32
3,0.53,0.48
4,0.63,0.38
5,0.68,0.35
6,0.68,0.36
7,0.54,0.48
8,0.54,0.45
9,0.58,0.44
10,0.65,0.42
11,0.66,0.42
12,0.67,0.41
13,0.61,0.45
14,0.59,0.54
15,0.72,0.39
16,0.72,0.49
17,0.69,0.47
18,0.65,0.44
19,0.76,0.28
20,0.76,0.38
21,0.71,0.4
22,0.77,0.41
23,0.6,0.52
24,0.68,0.41
25,0.78,0.35
26,0.72,0.35
27,0.76,0.39
28,0.6,0.48
29,0.76,0.38
30,0.69,0.37
31,0.69,0.43
32,0.71,0.42
33,0.74,0.39
34,0.75,0.4
35,0.72,0.5
36,0.69,0.45
37,0.7,0.43
38,0.79,0.34
39,0.7,0.42
40,0.83,0.36
0,0.56,0.45
1,0.71,0.38
2,0.68,0.46
3,0.62,0.52
4,0.72,0.39
5,0.69,0.4
6,0.73,0.38
7,0.68,0.44
0,0.58,0.39
1,0.61,0.34
2,0.68,0.36
3,0.59,0.48
4,0.66,0.29
5,0.73,0.36
6,0.72,0.36
7,0.73,0.44
8,0.64,0.41
9,0.68,0.39
10,0.67,0.39
11,0.8,0.49
12,0.73,0.42
13,0.72,0.51
14,0.77,0.47
15,0.72,0.36
16,0.69,0.43
17,0.73,0.45
18,0.7,0.53
19,0.67,0.52
20,0.71,0.35
21,0.8,0.38
22,0.65,0.49
23,0.71,0.48
24,0.74,0.38
25,0.75,0.35
26,0.77,0.49
27,0.69,0.49
28,0.66,0.5
29,0.74,0.45
30,0.71,0.48
31,0.76,0.34
32,0.78,0.36
33,0.76,0.45
34,0.67,0.45
35,0.75,0.41
36,0.8,0.5
37,0.78,0.44
38,0.79,0.42
39,0.87,0.47
40,0.89,0.38
