proba_0,proba_1,generation
0.9942592,0.9957224,0
0.99347335,0.98952705,1
0.9911606,0.993012,2
0.9882275,0.990271,3
0.98131835,0.98715097,4
0.9795122,0.9891822,5
0.9846981,0.9833968,6
0.97083914,0.98257416,7
0.9813989,0.982506,8
0.9764681,0.9798198,9
0.9765895,0.9825522,10
0.97438085,0.9825475,11
0.9658365,0.9781869,12
0.9714875,0.9734129,13
0.9746286,0.97999287,14
0.97103935,0.97854006,15
0.9665753,0.97214127,16
0.97291386,0.9766881,17
0.96774143,0.9737606,18
0.9641168,0.9743363,19
0.9646206,0.9770056,20
0.95985407,0.97601897,21
0.96320033,0.97357625,22
0.9581494,0.97594076,23
0.9542781,0.97836936,24
0.9570138,0.9745827,25
0.9636133,0.97028553,26
0.9661058,0.9713153,27
0.95740646,0.9794962,28
0.96841645,0.9703694,29
0.9606262,0.97210306,30
0.96366966,0.97794336,31
0.95217496,0.95943946,32
0.95373505,0.96533984,33
0.95943755,0.9669947,34
0.9530948,0.9664271,35
0.96866125,0.9638953,36
0.9501283,0.96389425,37
0.9609557,0.960933,38
0.95030403,0.96324515,39
