generation,label_bal,color_bal
0,0.557,0.522
1,0.579,0.49
2,0.517,0.536
3,0.617,0.498
4,0.663,0.523
5,0.663,0.499
6,0.649,0.497
7,0.68,0.503
8,0.659,0.503
9,0.634,0.526
10,0.6,0.49
11,0.553,0.485
12,0.526,0.503
13,0.52,0.512
14,0.543,0.526
15,0.529,0.52
16,0.533,0.497
17,0.556,0.531
18,0.538,0.524
19,0.513,0.52
20,0.486,0.527
21,0.532,0.491
22,0.593,0.505
23,0.554,0.518
24,0.594,0.513
25,0.596,0.521
26,0.589,0.517
27,0.583,0.507
28,0.575,0.51
29,0.585,0.522
30,0.524,0.521
31,0.487,0.532
32,0.526,0.498
33,0.516,0.543
34,0.494,0.509
35,0.483,0.53
36,0.492,0.524
37,0.487,0.473
38,0.493,0.51
39,0.478,0.506
40,0.454,0.5
